dataset,method,view,neighbor_model,cell_count,adj_precision,adj_recall,adj_f1,original_edge_count,display_edge_count,preserved_edge_count,lost_edge_count,new_edge_count,np2
浙江,GeoDisk-Final,disk,4-neighbor,65,0.650887573964497,1.0,0.7885304659498208,110,169,110,0,59,0.6573721305949218
浙江,GeoDisk-Final,disk,8-neighbor,65,1.0,0.786046511627907,0.8802083333333334,215,169,169,46,0,0.8269408665594092
浙江,GeoAnnulus-Final,annulus,4-neighbor,65,0.6451612903225806,0.9090909090909091,0.7547169811320754,110,155,100,10,55,0.6590869611058942
浙江,GeoAnnulus-Final,annulus,8-neighbor,65,0.9806451612903225,0.7069767441860465,0.8216216216216217,215,155,152,63,3,0.7276027706038941
NCEP-AirTemp-Africa-2000,Direct Polar,disk,4-neighbor,401,0.2370419280290525,0.9689608636977058,0.38090185676392574,741,3029,718,23,2311,0.45063904888736384
NCEP-AirTemp-Africa-2000,Direct Polar,disk,8-neighbor,401,0.34268735556289204,0.7114461960246744,0.46256684491978606,1459,3029,1038,421,1991,0.5085117751548072
NCEP-AirTemp-Africa-2000,Direct Polar,annulus,4-neighbor,401,0.23408423114593535,0.9676113360323887,0.37697160883280756,741,3063,717,24,2346,0.47419318549263756
NCEP-AirTemp-Africa-2000,Direct Polar,annulus,8-neighbor,401,0.3317009467841985,0.6963673749143249,0.44935869084475893,1459,3063,1016,443,2047,0.4801391799040259
NCEP-AirTemp-Africa-2000,Harmonic,disk,4-neighbor,401,0.5851449275362319,0.8717948717948718,0.7002710027100271,741,1104,646,95,458,0.5826058662344777
NCEP-AirTemp-Africa-2000,Harmonic,disk,8-neighbor,401,0.8894927536231884,0.6730637422892392,0.7662895044869293,1459,1104,982,477,122,0.6603609803515854
NCEP-AirTemp-Africa-2000,Harmonic,annulus,4-neighbor,401,0.5448658649398704,0.7948717948717948,0.646542261251372,741,1081,589,152,492,0.5414463756581196
NCEP-AirTemp-Africa-2000,Harmonic,annulus,8-neighbor,401,0.8371877890841813,0.6202878684030158,0.7125984251968503,1459,1081,905,554,176,0.6026957692259356
NCEP-AirTemp-Africa-2000,Area-balanced,disk,4-neighbor,401,0.4841417910447761,0.7004048582995951,0.5725317153888582,741,1072,519,222,553,0.4917434601110444
NCEP-AirTemp-Africa-2000,Area-balanced,disk,8-neighbor,401,0.7313432835820896,0.5373543522960932,0.6195179770841565,1459,1072,784,675,288,0.5619857829753382
NCEP-AirTemp-Africa-2000,Area-balanced,annulus,4-neighbor,401,0.4165120593692022,0.6059379217273954,0.4936778449697636,741,1078,449,292,629,0.42844209392752997
NCEP-AirTemp-Africa-2000,Area-balanced,annulus,8-neighbor,401,0.6799628942486086,0.5023989033584647,0.5778478517934569,1459,1078,733,726,345,0.4862658447095734
NCEP-AirTemp-Africa-2000,Regular Topology,disk,4-neighbor,401,0.26321905868681,0.611336032388664,0.3679935012185215,741,1721,453,288,1268,0.28225641953592845
NCEP-AirTemp-Africa-2000,Regular Topology,disk,8-neighbor,401,0.41429401510749564,0.4886908841672378,0.4484276729559748,1459,1721,713,746,1008,0.35716393577887223
NCEP-AirTemp-Africa-2000,Regular Topology,annulus,4-neighbor,401,0.37249283667621774,0.5263157894736842,0.43624161073825496,741,1047,390,351,657,0.3194298102240063
NCEP-AirTemp-Africa-2000,Regular Topology,annulus,8-neighbor,401,0.5348615090735435,0.3838245373543523,0.446927374301676,1459,1047,560,899,487,0.3533498237354012
NCEP-AirTemp-Africa-2000,GeoDisk,disk,4-neighbor,401,0.3931469792605951,0.5883940620782726,0.47135135135135137,741,1109,436,305,673,0.375674682049913
NCEP-AirTemp-Africa-2000,GeoDisk,disk,8-neighbor,401,0.5996393146979261,0.4557916381082934,0.5179127725856698,1459,1109,665,794,444,0.44702937257309183
NCEP-AirTemp-Africa-2000,GeoAnnulus,annulus,4-neighbor,401,0.37781954887218044,0.5425101214574899,0.4454293628808864,741,1064,402,339,662,0.367272579190822
NCEP-AirTemp-Africa-2000,GeoAnnulus,annulus,8-neighbor,401,0.5704887218045113,0.4160383824537354,0.48117320650019824,1459,1064,607,852,457,0.40257623048410124
NCEP-AirTemp-Africa-2000,GeoDisk-Final,disk,4-neighbor,401,0.5906221821460775,0.8839406207827261,0.7081081081081082,741,1109,655,86,454,0.5871242561396568
NCEP-AirTemp-Africa-2000,GeoDisk-Final,disk,8-neighbor,401,0.8926961226330027,0.67854694996573,0.7710280373831775,1459,1109,990,469,119,0.6705132212709779
NCEP-AirTemp-Africa-2000,GeoAnnulus-Final,annulus,4-neighbor,401,0.5576208178438662,0.8097165991902834,0.6604292790313705,741,1076,600,141,476,0.5480693195134366
NCEP-AirTemp-Africa-2000,GeoAnnulus-Final,annulus,8-neighbor,401,0.8522304832713755,0.6285126799177518,0.7234714003944772,1459,1076,917,542,159,0.6108348829028223
